Newspaper Name,Accident date,Header,News title,Deaths,Injured
Dhaka Tribune,Jan 17 2020,3 killed in Chittagong road accident,3 killed in Chittagong road...,3,0
Dhaka Tribune,Jan 17 2020,4 killed in Dhaka road accidents,4 killed in Dhaka road accidents,4,0
Dhaka Tribune,Jan 16 2020,Homecoming turns tragic for Bangladesh-origin USA man,Homecoming turns tragic for Bangladesh-origin...,1,0
Dhaka Tribune,Jan 14 2020,2 killed in Dhaka road accidents,2 killed in Dhaka road accidents,2,0
Dhaka Tribune,Jan 12 2020,Nine killed in road accidents,Nine killed in road accidents,9,0
Dhaka Tribune,Jan 6 2020,Family of 4 killed in Faridpur road accident,Family of 4 killed in Faridpur road...,4,0
Dhaka Tribune,Jan 4 2020,4 killed in road accidents,4 killed in road accidents,4,0
Dhaka Tribune,Jan 3 2020,5 killed in road accidents in 3 districts,5 killed in road accidents in 3...,5,0
Dhaka Tribune,Jan 2 2020,Road accidents kill 6 in 2 districts,Road accidents kill 6 in 2...,6,0
Dhaka Tribune,Jan 1 2020,Youth killed in Dhaka road accident,Youth killed in Dhaka road,1,0
Dhaka Tribune,Dec 29 2019,"2 killed, 1 injured in road accidents","2 killed, 1 injured in road...",2,1
Dhaka Tribune,Dec 28 2019,Pleasure trip turns into tragedy,Pleasure trip turns into tragedy,,0
Dhaka Tribune,Dec 27 2019,Chittagong Wasa engineer killed in road crash,Chittagong Wasa engineer killed in road...,1,0
Dhaka Tribune,Dec 24 2019,4 of a family among 5 killed in Kushtia road crash,4 of a family among 5 killed in Kushtia...,5,0
Dhaka Tribune,Dec 24 2019,11 killed in road crashes across country,11 killed in road crashes across...,11,0
Dhaka Tribune,Dec 21 2019,Five killed in road accidents,Five killed in road accidents,5,0
Dhaka Tribune,Dec 20 2019,DMCH staff killed in Dhaka road accident,DMCH staff killed in Dhaka road...,1,0
Dhaka Tribune,Dec 19 2019,18 killed in road accidents in 9 districts,18 killed in road accidents in 9...,18,0
Dhaka Tribune,Dec 15 2019,9 killed in road accidents in the last two days,9 killed in road accidents in the last...,9,0
Dhaka Tribune,Dec 15 2019,"‘My mother is dying, please save her’","‘My mother is dying, please save...",1,0
Dhaka Tribune,Dec 13 2019,Truck kills college student in Demra,Truck kills college student in...,1,0
Dhaka Tribune,Dec 6 2019,Three of a family killed in Tangail road accident,Three of a family killed in Tangail...,3,0
Dhaka Tribune,Dec 4 2019,Man killed in Dhaka road accident,Man killed in Dhaka road accident,1,0
Dhaka Tribune,Dec 3 2019,7 killed in road accidents,7 killed in road accidents,7,0
Dhaka Tribune,Nov 29 2019,Bangla Vision staff killed in road accident,Bangla Vision staff killed in road...,1,0
Dhaka Tribune,Nov 26 2019,3 killed in Faridpur road accident,3 killed in Faridpur road accident,3,0
Dhaka Tribune,Nov 23 2019,Police: Negligence of bus driver caused Munshiganj road accident,Police: Negligence of bus driver caused...,,0
Dhaka Tribune,Nov 22 2019,9 killed in Munshiganj road accident,9 killed in Munshiganj road...,9,0
Dhaka Tribune,Nov 20 2019,Police constable killed in Comilla road accident,Police constable killed in Comilla road...,1,0
Dhaka Tribune,Nov 19 2019,6 killed in road accidents in 2 districts,6 killed in road accidents in 2...,6,0
Dhaka Tribune,Nov 17 2019,8-year-old boy killed in Mirpur road crash,8-year-old boy killed in Mirpur road...,1,0
Dhaka Tribune,Nov 13 2019,Bus runs over 6-yr-old in Jatrabari,Bus runs over 6-yr-old in,1,0
Dhaka Tribune,Nov 12 2019,7 killed in road accidents across Bangladesh,7 killed in road accidents across...,7,0
Dhaka Tribune,Nov 12 2019,Woman dies after being run over by bus in Dhaka,Woman dies after being run over by bus...,1,0
Dhaka Tribune,Nov 8 2019,13 injured as bus falls into pond in Noakhali,13 injured as bus falls into pond in...,0,13
Dhaka Tribune,Nov 8 2019,Road accidents claim 12 lives across country,Road accidents claim 12 lives across...,12,0
Dhaka Tribune,Nov 6 2019,Army personnel killed in Chittagong road crash,Army personnel killed in Chittagong...,1,0
Dhaka Tribune,Oct 31 2019,Youth killed in Paltan road accident,Youth killed in Paltan road...,1,0
Dhaka Tribune,Oct 28 2019,5 killed in road accidents in 4 districts,5 killed in road accidents in 4...,5,0
Dhaka Tribune,Oct 28 2019,2 killed in Rangpur road accident,2 killed in Rangpur road accident,2,0
Dhaka Tribune,Oct 25 2019,"4 killed, 26 injured in road accidents","4 killed, 26 injured in road...",4,0
Dhaka Tribune,Oct 22 2019,6 killed in road accidents in 5 districts,6 killed in road accidents in 5...,6,0
Dhaka Tribune,Oct 20 2019,1 killed in Dhaka road accident,1 killed in Dhaka road accident,1,0
Dhaka Tribune,Oct 19 2019,6 killed in road accidents in 4 districts,6 killed in road accidents in 4...,6,0
Dhaka Tribune,Oct 18 2019,7 killed in road accidents,7 killed in road accidents,7,0
Dhaka Tribune,Oct 17 2019,Child crushed under easy-bike in Dhaka,Child crushed under easy-bike in...,1,0
Dhaka Tribune,Oct 16 2019,"Bus-truck collision kills 1, injures 3 in Sirajganj","Bus-truck collision kills 1, injures...",1,3
Dhaka Tribune,Oct 13 2019,"2 die, one injured in Dhaka road crashes","2 die, one injured in Dhaka road...",2,1
Dhaka Tribune,Oct 12 2019,9 killed in road accidents,9 killed in road accidents,9,0
Dhaka Tribune,Oct 6 2019,College student killed in Pirojpur road accident,College student killed in Pirojpur road...,1,0
Dhaka Tribune,Oct 6 2019,Autorickshaw-train collision kills 6-year-old,Autorickshaw-train collision kills...,1,0
Dhaka Tribune,Oct 5 2019,"4 killed in road accidents in Jessore, Dinajpur and Nilphamari","4 killed in road accidents in Jessore,...",4,0
Dhaka Tribune,Oct 4 2019,Eight killed in road accidents,Eight killed in road accidents,8,0
Dhaka Tribune,Oct 3 2019,RAB official killed in Dhaka road accident,RAB official killed in Dhaka road...,1,0
Dhaka Tribune,Oct 2 2019,Fire service officer killed in road accident,Fire service officer killed in road...,1,0
Dhaka Tribune,Oct 2 2019,"1 killed, at least 60 injured in road accidents in 2 districts","1 killed, at least 60 injured in road...",1,60
Dhaka Tribune,Sep 29 2019,Five killed in road accidents,Five killed in road accidents,5,0
Dhaka Tribune,Sep 28 2019,"2 killed in road accidents in Rangpur, Feni","2 killed in road accidents in Rangpur,...",2,0
Dhaka Tribune,Sep 27 2019,1 killed in Dhaka road accident,1 killed in Dhaka road accident,1,0
Dhaka Tribune,Sep 24 2019,"Reckless bus kills man, child in Jessore","Reckless bus kills man, child in...",2,0
Dhaka Tribune,Sep 23 2019,3 killed in Sherpur road accident,3 killed in Sherpur road accident,3,0
Dhaka Tribune,Sep 21 2019,4 Chinese tourists killed as bus crashes in Utah,4 Chinese tourists killed as bus crashes...,4,0
Dhaka Tribune,Sep 20 2019,2 Bangladeshi siblings killed in Mozambique road accident,2 Bangladeshi siblings killed in Mozambique...,2,0
Dhaka Tribune,Sep 17 2019,Road accidents kill 4 in 3 districts,Road accidents kill 4 in 3...,4,0
Dhaka Tribune,Sep 16 2019,3 killed in road accidents in 3 districts,3 killed in road accidents in 3...,3,0
Dhaka Tribune,Sep 16 2019,11 killed in road crashes,11 killed in road crashes,11,0
Dhaka Tribune,Sep 14 2019,2 dead in road accidents in 2 districts,2 dead in road accidents in 2...,2,0
Dhaka Tribune,Sep 14 2019,"2 killed, 23 injured in road accidents","2 killed, 23 injured in road...",2,23
Dhaka Tribune,Sep 11 2019,5 killed in road accidents in 3 districts,5 killed in road accidents,5,0
Dhaka Tribune,Sep 8 2019,"1 killed, another injured in Dhaka road accident","1 killed, another injured in Dhaka road...",1,1
Dhaka Tribune,Sep 6 2019,Transport worker killed in Dhaka road accident,Transport worker killed in Dhaka road...,1,0
Dhaka Tribune,Sep 5 2019,Eight killed in road accidents,Eight killed in road accidents,8,0
Dhaka Tribune,Sep 2 2019,Road accidents kill 8 in 6 districts,Road accidents kill 8 in 6...,8,0
Dhaka Tribune,Sep 2 2019,ASI among 3 killed in Comilla road accident,ASI among 3 killed in Comilla road...,3,0
Dhaka Tribune,Sep 2 2019,Bangla Motor bus accident: Driver did not have the right license to operate a bus,Bangla Motor bus accident: Driver did...,,0
Dhaka Tribune,Sep 1 2019,1 killed in Dhaka road accident,1 killed in Dhaka road accident,1,0
Dhaka Tribune,Aug 31 2019,Motorcyclist killed in Malibagh road accident,Motorcyclist killed in Malibagh road...,1,0
Dhaka Tribune,Aug 30 2019,4 killed in road accidents,4 killed in road accidents,4,0
Dhaka Tribune,Aug 29 2019,2 killed in Ashulia road accident,2 killed in Ashulia road accident,2,0
Dhaka Tribune,Aug 29 2019,"‘The thing I feared the most, just happened to me’","‘The thing I feared the most, just happened...",,0
Dhaka Tribune,Aug 28 2019,"4 killed in Dinajpur, Jhenaidah road accidents","4 killed in Dinajpur, Jhenaidah road...",4,0
Dhaka Tribune,Aug 27 2019,"3 killed in Dhaka, Gazipur road accidents","3 killed in Dhaka, Gazipur road...",3,0
Dhaka Tribune,Aug 25 2019,Bus kills policeman in Bandarban,Bus kills policeman in Bandarban,1,0
Dhaka Tribune,Aug 25 2019,Bangladeshi youth killed in Macedonia road accident,Bangladeshi youth killed in Macedonia...,1,0
Dhaka Tribune,Aug 24 2019,Army sergeant killed in Bogra road accident,Army sergeant killed in Bogra road...,1,0
Dhaka Tribune,Aug 24 2019,11 killed in Faridpur road accidents,11 killed in Faridpur road...,11,0
Dhaka Tribune,Aug 23 2019,2 die in separate road accidents in Dhaka,2 die in separate road accidents in...,2,0
Dhaka Tribune,Aug 22 2019,"3 killed, 15 injured in Thakurgaon road accident","3 killed, 15 injured in Thakurgaon road...",3,15
Dhaka Tribune,Aug 22 2019,1 killed in Habiganj road accident,1 killed in Habiganj road accident,1,0
Dhaka Tribune,Aug 21 2019,Child killed in Kurigram road accident,Child killed in Kurigram road...,1,0
Dhaka Tribune,Aug 20 2019,2 killed in Comilla road accident,2 killed in Comilla road accident,2,0
Dhaka Tribune,Aug 18 2019,15 killed in road accidents across Bangladesh,15 killed in road accidents across...,15,0
Dhaka Tribune,Aug 17 2019,4 killed in Narsingdi road accident,4 killed in Narsingdi road,4,0
Dhaka Tribune,Aug 16 2019,4 of a family killed in Mymensingh road accident,4 of a family killed in Mymensingh road...,4,0
Dhaka Tribune,Aug 16 2019,Schoolboy killed in Rajbari road accident,Schoolboy killed in Rajbari road...,1,0
Dhaka Tribune,Aug 15 2019,19 killed in road accidents,19 killed in road accidents,19,0
Dhaka Tribune,Aug 14 2019,8 killed in road accidents in 5 districts,8 killed in road accidents in 5...,8,0
Dhaka Tribune,Aug 11 2019,Journo among 4 killed in road accidents in 3 districts,Journo among 4 killed in road accidents...,4,0
Dhaka Tribune,Aug 8 2019,Bus kills 2 motorcyclists on Sirajganj highway,Bus kills 2 motorcyclists on Sirajganj...,2,0
Dhaka Tribune,Aug 7 2019,2 killed in Habiganj road accident,2 killed in Habiganj road accident,2,0
Dhaka Tribune,Aug 4 2019,Thakurgaon road accident: Death toll rises to 12,Thakurgaon road accident: Death toll...,12,0
Dhaka Tribune,Aug 1 2019,Man run over by truck in Dhaka,Man run over by truck in Dhaka,1,0
Dhaka Tribune,Jul 31 2019,3 cattle traders killed in Comilla road accident,3 cattle traders killed in Comilla road...,3,0
Dhaka Tribune,Jul 30 2019,"2 madrasa students killed, 9 injured in Barisal road accident","2 madrasa students killed, 9 injured...",2,9
Dhaka Tribune,Jul 29 2019,6 killed in Gopalganj road crash,6 killed in Gopalganj road crash,6,0
Dhaka Tribune,Jul 28 2019,4 killed in Noakhali road accident,4 killed in Noakhali road accident,4,0
Dhaka Tribune,Jul 27 2019,5 killed in road accidents in 2 districts,5 killed in road accidents in 2...,7,0
Dhaka Tribune,Jul 25 2019,Man dies in Bogra road accident,Man dies in Bogra road accident,1,0
Dhaka Tribune,Jul 24 2019,Microbus-train collision injures 2,Microbus-train collision injures 2,0,2
Dhaka Tribune,Jul 24 2019,3 killed in Narayanganj road accident,3 killed in Narayanganj road...,3,0
Dhaka Tribune,Jul 23 2019,Traffic sergeant killed in accident: Writ seeks Tk10cr compensation,Traffic sergeant killed in accident:...,1,0
Dhaka Tribune,Jul 20 2019,"3 killed in Faridpur, Bogra road accidents","3 killed in Faridpur, Bogra road...",3,0
Dhaka Tribune,Jul 19 2019,"3 killed in Tangail, B’baria road accidents","3 killed in Tangail, B’baria road...",3,0
Dhaka Tribune,Jul 16 2019,Train-microbus collision: Death toll rises to 11,Train-microbus collision: Death toll...,11,0
Dhaka Tribune,Jul 15 2019,7 killed in road accidents in three districts,7 killed in road accidents in three...,7,0
Dhaka Tribune,Jul 13 2019,1 killed in Thakurgaon road accident,1 killed in Thakurgaon road...,1,0
Dhaka Tribune,Jul 13 2019,"3 killed in Gaibandha, Bogra road accidents","3 killed in Gaibandha, Bogra road...",3,0
Dhaka Tribune,Jul 11 2019,Road accidents kill 9 across country,Road accidents kill 9 across...,9,0
Dhaka Tribune,Jul 8 2019,Probe report in case over Rajib’s death due on Aug 22,Probe report in case over Rajib’s death...,1,0
Dhaka Tribune,Jul 8 2019,1 killed in Narayanganj road accident,1 killed in Narayanganj road...,1,0
Dhaka Tribune,Jul 8 2019,2 killed as train hits truck in Gazipur,2 killed as train hits truck in...,2,0
Dhaka Tribune,Jul 7 2019,Traffic police killed in Dhaka road accident,Traffic police killed in Dhaka road...,1,0
Dhaka Tribune,Jul 6 2019,Road accidents kill 3 in two districts,Road accidents kill 3 in two...,3,0
Dhaka Tribune,Jul 6 2019,Six killed in road accidents,Six killed in road accidents,6,0
Dhaka Tribune,Jul 5 2019,7 killed in road crashes across country,7 killed in road crashes across...,7,0
Dhaka Tribune,Jul 2 2019,Teenager killed in Dinajpur road accident,Teenager killed in Dinajpur road...,1,0
Dhaka Tribune,Jul 2 2019,13 killed in road accidents in 9 districts,13 killed in road accidents in 9...,13,0
Dhaka Tribune,Jul 1 2019,Mymensingh road accident kills 3,Mymensingh road accident kills 3,3,0
Dhaka Tribune,Jul 1 2019,11 killed in road accidents in 6 districts,11 killed in road accidents in 6...,11,0
Dhaka Tribune,Jun 29 2019,Rangpur road accident kills 3,Rangpur road accident kills 3,3,0
Dhaka Tribune,Jun 29 2019,9 killed in road crashes in 4 districts,9 killed in road crashes in 4...,9,0
Dhaka Tribune,Jun 28 2019,"1 killed, 3 injured in Brahmanbaria road accident","1 killed, 3 injured in Brahmanbaria...",1,0
Dhaka Tribune,Jun 26 2019,2 killed in Lamonirhat road accident,2 killed in Lamonirhat road...,2,0
Dhaka Tribune,Jun 26 2019,6 killed in road accidents in 3 districts,6 killed in road accidents in 3...,6,0
Dhaka Tribune,Jun 25 2019,Five killed in road accidents in 4 districts,Five killed in road accidents in 4...,5,0
Dhaka Tribune,Jun 25 2019,11 killed in road accidents in 6 districts,11 killed in road accidents in 6...,11,0
Dhaka Tribune,Jun 21 2019,Natore road accident kills 3,Natore road accident kills 3,3,0
Dhaka Tribune,Jun 16 2019,Rickshaw puller killed in Tejgaon road crash,Rickshaw puller killed in Tejgaon road...,1,0
Dhaka Tribune,Jun 14 2019,"1 killed, 32 injured in road accidents in 2 districts","1 killed, 32 injured in road accidents...",1,32
Dhaka Tribune,Jun 14 2019,1 killed in Dhaka road accident,1 killed in Dhaka road accident,1,0
Dhaka Tribune,Jun 12 2019,1 killed in Dhaka road accident,9 killed and 15 injured in road...,1,0
Dhaka Tribune,Jun 12 2019,3 motorcyclists killed in Naogaon road accident,3 motorcyclists killed in Naogaon road...,3,0
Dhaka Tribune,Jun 10 2019,Woman run over by bus in Jatrabari,Woman run over by bus in Jatrabari,1,0
Dhaka Tribune,Jun 8 2019,Road accidents claim 6 lives in 5 districts,Road accidents claim 6 lives in 5...,6,0
Dhaka Tribune,Jun 6 2019,"4 killed, 20 injured in Faridpur road accident","4 killed, 20 injured in Faridpur road...",4,0
Dhaka Tribune,Jun 5 2019,Bogra-Nagarbari highway sees 13 deaths in 48 hours,Bogra-Nagarbari highway sees 13 deaths...,13,0
Dhaka Tribune,Jun 3 2019,Road accidents kill 19 in 6 districts,Road accidents kill 19 in 6...,19,0
Dhaka Tribune,Jun 2 2019,8 killed in Sirajganj road accident,8 killed in Sirajganj road,8,0
Dhaka Tribune,Jun 2 2019,6 killed in Sunamganj road accident,6 killed in Sunamganj road,6,0
Dhaka Tribune,Jun 2 2019,Mother of two killed in Dhaka road accident,Mother of two killed in Dhaka road...,2,0
Dhaka Tribune,Jun 1 2019,7 killed in road accidents in 5 districts,7 killed in road accidents in 5...,7,0
Dhaka Tribune,Jun 1 2019,Teacher recruitment examinee killed in Rajbari road accident,Teacher recruitment examinee killed...,1,0
Dhaka Tribune,May 31 2019,Teenage girl run over by bus in Dhaka,Teenage girl run over by bus in...,,0
Dhaka Tribune,May 30 2019,3 killed in Chandpur road accidents,3 killed in Chandpur road,1,0
Dhaka Tribune,May 29 2019,BPM awarded Constable Parvez loses leg in road accident,BPM awarded Constable Parvez loses leg...,0,1
Dhaka Tribune,May 29 2019,4 killed in crashes in 2 districts,4 killed in crashes in 2 districts,4,0
Dhaka Tribune,May 27 2019,Six killed in separate road accidents,Six killed in separate road...,6,0
Dhaka Tribune,May 25 2019,Woman killed in Manikganj road accident,Woman killed in Manikganj road...,1,0
Dhaka Tribune,May 25 2019,One killed in road accident in Pabna,One killed in road accident in...,1,0
Dhaka Tribune,May 24 2019,Death of Rajib: Court orders probe report on July 8,Death of Rajib: Court orders probe report...,1,0
Dhaka Tribune,May 22 2019,2 killed in Narsingdi road accident,2 killed in Narsingdi road,2,0
Dhaka Tribune,May 22 2019,8 killed in road crashes across the country,8 killed in road crashes across the...,8,0
Dhaka Tribune,May 18 2019,6 killed in Bagerhat road accident,6 killed in Bagerhat road accident,6,0
Dhaka Tribune,May 18 2019,"Chapainawabganj road accident kills 3, injures 8",Chapainawabganj road accident kills...,3,8
Dhaka Tribune,May 15 2019,Man killed in Jatrabari road accident,Man killed in Jatrabari road...,1,0
Dhaka Tribune,May 11 2019,"2 killed in Magura, Savar road accidents","2 killed in Magura, Savar road...",2,0
Dhaka Tribune,May 11 2019,"2 killed in road accidents in Kushtia, Tangail","2 killed in road accidents in Kushtia,...",2,0
Dhaka Tribune,May 10 2019,11 killed in road accidents in 5 districts,11 killed in road accidents in 5...,11,0
Dhaka Tribune,May 8 2019,"3 killed, 15 injured in Noakhali road accident","3 killed, 15 injured in Noakhali road...",3,0
Dhaka Tribune,May 8 2019,Road crash kills Grameen Bank official in Dhaka,Road crash kills Grameen Bank official...,1,0
Dhaka Tribune,May 5 2019,Seven killed in road accidents in four districts,Seven killed in road accidents in four...,7,0
Dhaka Tribune,May 5 2019,2 workers killed as truck overturns in Comilla,2 workers killed as truck overturns...,2,0
Dhaka Tribune,May 5 2019,3 killed in Bhola road accident,3 killed in Bhola road accident,3,0
Dhaka Tribune,May 5 2019,"6 people killed in road accidents in Dhamrai, Rajbari",6 people killed in road accidents in...,6,0
Dhaka Tribune,May 2 2019,9 killed in road accidents in 5 districts,9 killed in road accidents in 5...,9,0
Dhaka Tribune,May 2 2019,Road accidents kill 7 in 5 districts,Road accidents kill 7 in 5...,7,0
Dhaka Tribune,Apr 29 2019,Driver arrested over Brac University student’s death,Driver arrested over Brac University...,1,0
Dhaka Tribune,Apr 28 2019,5 dead in Chandpur road accident,5 dead in Chandpur road accident,5,0
Dhaka Tribune,Apr 28 2019,Fireman dies in Naogaon road accident,Fireman dies in Naogaon road...,1,0
Dhaka Tribune,Apr 26 2019,4 killed as jeep ploughs into house in Chittagong,4 killed as jeep ploughs into house...,4,0
Dhaka Tribune,Apr 25 2019,2 killed in Dhaka road accident,2 killed in Dhaka road accident,2,0
Dhaka Tribune,Apr 23 2019,Five killed in road accidents across country,Five killed in road accidents across...,5,0
Dhaka Tribune,Apr 21 2019,2 killed in separate Kushtia road accidents,2 killed in separate Kushtia road...,2,0
Dhaka Tribune,Apr 20 2019,Child killed in Brahmanbaria road accident,Child killed in Brahmanbaria road...,1,0
Dhaka Tribune,Apr 19 2019,Rasel gets prosthetic leg,Rasel gets prosthetic leg,0,1
Dhaka Tribune,Apr 18 2019,"Father, daughter among 3 killed in Dinajpur road accident","Father, daughter among 3 killed in Dinajpur...",3,0
Dhaka Tribune,Apr 18 2019,29 German tourists die in bus crash,29 German tourists die in bus,29,0
Dhaka Tribune,Apr 18 2019,5 killed in separate road accidents,5 killed in separate road,5,0
Dhaka Tribune,Apr 16 2019,3 killed in different districts,3 killed in different districts,3,0
Dhaka Tribune,Apr 14 2019,"Maitree Express hits pick-up in Sirajganj, 3 killed","Maitree Express hits pick-up in Sirajganj,...",3,0
Dhaka Tribune,Apr 13 2019,Businessman dies in Jhenaidah road accident,Businessman dies in Jhenaidah road...,1,0
Dhaka Tribune,Apr 13 2019,"8 dead, 30 injured in Joypurhat road accident","8 dead, 30 injured in Joypurhat road...",8,30
Dhaka Tribune,Apr 8 2019,1 killed after bus rams rickshaw in Gulistan,1 killed after bus rams rickshaw in...,1,0
Dhaka Tribune,Apr 7 2019,5 killed as bus overturns in Gaibandha,5 killed as bus overturns in...,5,0
Dhaka Tribune,Apr 2 2019,Road accidents kill 5 in three districts,Road accidents kill 5 in three...,5,0
Dhaka Tribune,Mar 31 2019,"Bus hits CNG , primary schoolboy killed","Bus hits CNG , primary schoolboy...",1,0
Dhaka Tribune,Mar 30 2019,Singer Khurshid Alam injured in Bogra road crash,Singer Khurshid Alam injured in Bogra...,1,0
