newspaper_name,date_of_incident,time_of_incident,incident_type,location,death_count,injury_count,type_of_vehicle1,type_of_vehicle2,driver_age,links,description_text,published_time,full_text
Samakal,02/23/2019,3:00 AM,lost control,Kadamtoli in Chattogram,2,0,covered van,,,https://en.samakal.com/chittagong/article/1902126/father-son-killed-in-chattogram-road-crash,"Father, son killed in Chattogram road crash",23-Feb-19,"A man and his son were killed as a covered van rammed their motorbike at Kadamtoli in Chattogram on Friday night.The deceased are- Md Sagir, 42,  a grocery shop owner and his son Md Junayed, 12, a  class five student of Agrabad Ganapurto Bidya Niketan School.Md Jahir Hossain, sub-inspector of Double Mooring Police Station, said that the accident took place around 11:45 pm in front of Dhonialapara mosque when the covered van hit the motorcycle carrying the duo, leaving them dead on the spot.With UNB inputs "
Samakal,8/7/2020,7:00 AM,lost control,Chandrima Udyan,2,0,micro bus,,,https://en.samakal.com/bangladesh/article/2008104/mountaineer-ratna-killed-in-dhaka-road-crash,Mountaineer Ratna killed in Dhaka road crash,7-Aug-20,"Mountaineer Reshma Nahar Ratna was killed as a microbus hit her on Lake Road, adjacent to Chandrima Udyan, in Dhaka on Friday morning. She was riding a bicycle in the area, said pedestrians. The passers-by took her to Suhrawardy Medical College Hospital where on duty doctors pronounced her dead, Mohammad Ibrahim, Sub-Inspector of Sher-e-Bangla Nagar Police Station, told The Daily Samakal. Ratna was an acclaimed mountaineer. She was also a teacher of Ayub Ali Government Primary School in Dhaka. Her body was kept at the morgue of the hospital for autopsy, the SI added. "
Samakal,10/28/2018,8:00 AM,lost control,Rajshahi-Dhaka highway,2,0,private car,,,https://en.samakal.com/rajshahi/article/1810189/%EF%BB%BF-killed-as-private-car-plunges-into-ditch-in-rajshahi,﻿2 killed as private car plunges into ditch in Rajshahi,28-Oct-18,"Two people were killed as a private car carrying them plunged into a roadside ditch in Rajshahi on Sunday morning. The road accident took place on Rajshahi-Dhaka highway in Bhangra area under Belpukur Thana around 8:00am.  The deceased were identified as Niyamat Ali, 56, from Chapainawabganj Sadar upazila and Abdul Mannan Sardar, 58, from Adamdighu upazila of Bogura district. Saiful Islam, a sub-inspector of Belpukur Police Station, said the accident took place when the private car heading towards Rajshahi from Bogura plunged into the ditch as its driver lost control over the steering, leaving the duo dead on the spot. On information, police recovered the bodies and sent those to Rajshahi Medical College Hospital for autopsy. "
Samakal,03/06/2021,11:00 AM,collision,Mymensingh-Netrokona regional highway,4,1,cng auto rickshaw,truck,,https://en.samakal.com/bangladesh/article/210379/-dead-in-mymensingh-road-crash,4 dead in Mymensingh road crash,6-Mar-21,"Four people were killed in separate road accidents at Bhaluka and Tarakanda in Mymensingh on Saturday morning and afternoon.According to eyewitnesses and police, a truck and a CNG-powered auto-rickshaw collided head-on on the Mymensingh-Netrokona regional highway near Tarakander Mozahardi Gachatala Bazar around 4pm on Saturday, leaving one dead on the spot. Another succumbed to injuries at Mymensingh Medical College Hospital. The deceased were identified as Bijan Krishna Roy, 58, and Abul Kashem, 32. Tarakanda OC Abul Khair said Bijan is the son of Bisweshwar Roy of Bagichapara village in Durgapur upazila of Netrokona while Abul Kashem is the son of Nawab Ali of the upazila’s Banshipara village.On the other hand, the driver and helper were killed when the driver of a pickup van lost control over its steering and hit a truck from behind on the Dhaka-Mymensingh highway in Bhaluka. The deceased were identified as driver Kauser Sheikh, 25, son of Sadar Ali of Sanura village in Netrokona, and helper Imran, 26, son of Chan Mia of Jugati village in the same district. Upon receiving the news of the accident, the Bhaluka Fire Service personnel recovered the bodies and handed them over to the Varadhoba Highway Police, said Bhaluka Highway Police Officer-in-Charge Mashiur Rahman."
Samakal,02/01/2021,7:00 PM,collision,Bogra-Naogaon road,2,0,human-hunter,truck,,https://en.samakal.com/bangladesh/article/210225/two-siblings-killed-in-bogra-road-crash,Two siblings killed in Bogra road crash,1-Feb-21,"Two siblings, rode on a motorcycle, were killed when a truck hit them in Bogra. The accident took place on Bogra-Naogaon road in Erulia area of Sadar upazila on Monday evening.The deceased were identified as Masum, 21, and Alam, 30, sons of Mohammad Akhtar of Madhupukur area in Khetlal upazila of Joypurhat district.Bogra Sadar Police Station Sub-Inspector Sohel Rana said the two brothers were going to Naogaon from Bogra riding on a motorcycle. At around 7 pm, a truck hit them from behind and ran away, leaving them dead on the spot.Sohel Rana said the bodies of the two victims were recovered from the spot and have been sent them to Bogra Shaheed Ziaur Rahman Medical College Hospital morgue for autopsy."
Samakal,08/22/2020,7:20 AM,lost control,Airport Road in the capital’s Banani,1,1,bus,,,https://en.samakal.com/capital/article/1804239/ozina-who-lost-leg-in-anani-bus-accident-dies--,Rozina who lost leg in Banani bus accident dies,29-Apr-18,"Rozina Akhter, who lost one of her legs after a BRTC bus ran over her on the Airport Road in the capital’s Banani on April 20, died at Dhaka Medical College Hospital (DMCH) on Sunday morning.This is the second incident of losing life after suffering severed limb on the capital’s streets caused by reckless driving.Rajib Hossain, a student of Government Titumir College, was the earlier victim. On April 4, he lost his right hand after it got stuck between two buses at Bangla Motor area. He succumbed to his injuries at DMCH on April 17.Sub-inspector Bacchi Miah, also in-charge of DMCH police outpost, said Rozina, a domestic help at the home of Dhaka-based journalist Syed Ishtiaq Reza, succumbed to her injuries around 7:20am.  An Uttara-bound BRTC bus from Mohakhali hit Rozina while she was crossing the road close to Chairman Bari in the evening of April 20. Her right leg got severed from the thigh.Meanwhile, a private car driver, Russell Sarkar, 26, lost his leg at Dholaipar area in the city on Saturday, when a luxury coach of ‘Green Line Paribahan’ hit his car on the slope of Hanif Flyover.With UNB inputs "
Samakal,08/22/2020,8:30 AM,collision,Dhaka-Mymensingh highway,6,1,bus,private car,,https://en.samakal.com/bangladesh/article/2008377/-die-in-mymensingh-road-crash,6 die in Mymensingh road crash,22-Aug-20,"Six passengers, including the driver of a private car, were killed in a road crash at Bhaluka in Mymensingh.  The accident took place on the Dhaka-Mymensingh highway in front of Bhaluka Degree College around 8:30 am on Saturday. Confirming the matter, Bhaluka Fire Service senior station officer Al Noman said the dead included three men, two women and a child.  Their identities were not immediately known, he added. Bhaluka Model Police Station OC Main Uddin said the Mymensingh-bound private car from Dhaka was hit by a Dhaka-bound bus of Imam Paribahan from Mymensingh while taking a U-turn in the area, leaving six people of the car dead on the spot."
Samakal,05/02/2019,7:00 AM,lost control,"Rajshahi, Bagerhat",7,17,bus,,,https://en.samakal.com/rajshahi/article/19053/-killed-as-bus-overturns-in-rajshahi,Road crashes kill 7,2-May-19,"Seven people were killed and 17 others injured in separate road crashes in Rajshahi, Bagerhat and Laxmipur districts on Thursday morning.In Rajshahi, three people were killed and 12 others were injured when a bus turned turtle at Mirganj Bazar in Bagha upazila on Thursday.The deceased were identified as Abu Hanif, 28, the bus driver’s assistant, Manwara Begum, 42, wife of Mansur Rahman, and Badal Bewa, 65, wife of Piar Uddin of the upazila.The accident took place around 7:00am.Police said the Rajshahi-bound passenger bus collided head-on with a trolley before it hit a tree and overturned.All three victims were killed on the spot, said Mohsin Ali, officer-in-charge of Bagha Police Station.The injured were taken to a local hospital.In Bagerhat, three people were killed after a truck hit a human hauler on Khulna-Mongla Highway in Rampal upazila this morning.One of the deceased was identified as Shohagh Sheikh, 35, son of Jalil Sheikh of Haldibunia village in the upazila.Rabiul Islam, officer-in-charge of Katakhali Highway Police, said the accident took place at Bhagabazar around 7:00am.The victims were killed on the spot when a Mongla-bound truck hit the human hauler, he said.Police recovered the bodies and sent them to a local hospital for autopsy.In Laxmipur, the driver of a CNG-run auto-rickshaw was killed and two others injured when a speeding truck rammed it in the city's Trimohoni area early Thursday.   The deceased was identified as Dhukhu Mia.  With UNB inputs  "
Samakal,08/30/2018,8:30 AM,collision,Chattogram,2,3,cng auto rickshaw,bus,,https://en.samakal.com/chittagong/article/1808209/%EF%BB%BF-killed-in-ctg-road-crash,﻿2 killed in Ctg road crash,30-Aug-18,"At least two people were killed and three others injured in a head-on collision between a bus and an auto-rickshaw in Chattogram on Thursday morning.The road accident happened in Rahattarpull area under Bakalia Thana around 8:30am.  The identities of the deceased could not be known immediately.  Pranab Chowdhury, officer-in-charge of Bakalia Police Station, confirmed the matter. "
Samakal,03/25/2020,12:00 PM,collision,Dhaka-Bagura highway,6,11,bus,truck,,https://en.samakal.com/bangladesh/article/2003281/-killed-in-bogra-road-crash,6 killed in Bogra road crash,25-Mar-20,At least six people were killed and eight others injured in a road accident on the Dhaka-Bagura highway under Sherpur upazila of the district on Wednesday. Police said six people died on the spot and 11 others injured in Ghoga Bottola area as a salt-laden truck collided head on with a Dhaka-bound passenger bus at 12pm. The injured were admitted to Shahid Zia Medical College and Hospital.
Samakal,10/03/2020,9:30 AM,collision,Dhaka-Chattogram highway,2,5,bus ,truck,,https://en.samakal.com/country/article/201035/cumilla-road-crash-leaves--dead,Cumilla road crash leaves 2 dead,3-Oct-20,"Two people were killed and five others injured in a collision among three vehicles on Dhaka-Chattogram highway at Korpai in Burichang upazila on Saturday.The identities of the deceased could not be known yet, reports UNB.A bus of ‘Starline Paribahan’ collided with a bus and a truck coming from the opposite direction around 9:30 am, leaving two people including the microbus driver dead on the spot and five others injured, said Officer-in-Charge of Maynamati crossing highway thana Shafayat Hossain.Police and fire brigade workers recovered the bodies and sent the injured people to Cumilla Medical College Hospital.A two-kilometer tailback was created on both sides of the highway following the accident, said the OC."
Samakal,01/25/2019,6:30 AM,lost control,Cumilla's Chouddagram,13,5,truck,,,https://en.samakal.com/chittagong/article/1901169/-killed-in-cumilla-road-crash,13 workers killed in Cumilla road crash,25-Jan-19,"At least 13 brick-kiln workers were killed and five others injured when a coal-laden truck overturned on the labour shed of a brick filed in Cumilla's Chouddagram upazila on Friday.    The incident took place at Haji and Co brick-kiln beside Dhaka-Chattogram highway at Narayanpur under the upazila around 6:30am.   The deceased were identified as Ranjir Chandra Roy, 30, Morslain, 18, son of Nur Alam, Masum, 18, Tarun Chndra Roy, 25, , Mohammad Selim, 28, Biplob, 19,  Manoranjan Roy, 19, Shankar Chandra Roy, 22, Dipu Chandra Roy, 19, Amit Chandra Roy, 20, Minal Chandra Roy, 21, Bikash Chandra Roy, 28 and Kanak Chandra Roy, 34, son of Dhalu Roy of Jaldhaka upazila in Nilphamari district.The accident occurred when the truck turned turtle as its driver lost control over the steering while unloading coal and fell over the makeshift sheds of labours, leaving the 12 workers dead on the spot and injured six others, said Abdulla Al Mahfuz, officer-in-charge of Chouddagram Police Station.  Later, the injured were taken to local upazila health complex where another man died.On information, police recovered the bodies.The driver and helper of the truck went into hiding after the accident.Abdullah Al Mamun, additional superintendent of Cumilla police and deputy commissioner Abul Fazal Mir visited the spot.The local administration has given Tk 20,000 to the families of each deceased while the owner of the brick field provided them Tk 10,000 each.With UNB inputs "
Samakal,03/22/2019,9:00 AM,collision,Barishal-Banaripara road,6,5,bus,human-hunter,,https://en.samakal.com/bollywood/article/1903114/%E0%A6%B8%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A7%87-%E0%A6%A1%E0%A7%87%E0%A6%9F%E0%A7%87-%E0%A6%AF%E0%A7%87%E0%A6%A4%E0%A7%87-%E0%A6%9A%E0%A7%87%E0%A7%9F%E0%A7%87%E0%A6%9B%E0%A6%BF%E0%A6%B2%E0%A7%87%E0%A6%A8-%E0%A6%95%E0%A6%BE%E0%A6%B0%E0%A6%BF%E0%A6%A8%E0%A6%BE,﻿Bus-Mahendra collision kills 6 in Barishal,22-Mar-19,"Six people, including a college student, were killed and five others injured when a bus rammed a human hauler, locally known as Mahendra, on Barishal-Banaripara road at Tetultala in Barishal city on Friday.Five of the dece ased were identified as Shila Haldar, 24, a Masters student of Barishal BM College, ManikShikdar, 40, auto-rickshaw driver Khokon, 35, Sohel 25 and Parvin, 35 of Babuganj upazila while the identity of another one aged about 50 could not be known yet.Yunus Ali, station officer of Barishal Fire Service and Civil Defense, said the accident took place in the area when the Barishal-bound ‘DurjoyParibahan’ bus from Swarupkathi hit a human hauler, leaving Shila dead on the spot and ten others injured.Police and fire service men took the injured to BarishalSher-e-Bangla Medical College and Hospital where doctors declared five others dead.AbdurRahmanMukul, officer-in-charge of Barishal Metropolitan Airport police Station, said traffic movement on the highway remained suspended for half an hour due to the road accident.With UNB inputs "
Samakal,07/01/2019,6:00 AM,collision,Dhaka-Mymensingh highway,3,0,truck,pickup van,,https://en.samakal.com/country/article/19074/%EF%BB%BF-killed-in-mymensingh-road-crash,﻿3 killed in Mymensingh road crash,1-Jul-19,"Three people were killed in an accident in Mymensingh's Bhaluka upazila early Monday.The road crash took place on Dhaka-Mymensingh highway at Habirbari around 6:00am.The identities of the deceased could not be known yet.The accident occurred when a truck hit a Dhaka-bound pick-up van from behind, leaving three people of the pick-up van killed on the spot, said Mainuddin, officer-in-charge of Bhaluka Police Station.On information, police rushed to the spot and seized the truck but could not arrest its driver as he managed to flee the scene.With UNB inputs "
Samakal,12/17/2020,9:00 PM,collision,Satkhira-Khulna highway,2,1,human-hunter,truck,,https://en.samakal.com/bangladesh/article/2012333/road-crash--youths-killed-in-satkhira,Road crash: 2 youths killed in Satkhira,17-Dec-20,"Two youths were killed and another injured as a truck crashed into a motorbike on Satkhira-Khulna highway Wednesday night.The accident took place in front of Bangladesh Small and Cottage Industries Corporation (BSCIC) industrial area in Satkhira Sadar.The deceased were identified as Taposh Mallik, 20, and Molin Debnath, 18.The accident took place around 9pm when the truck hit the motorbike, leaving two dead on the spot and another one injured, said Mohammad Asaduzzaman, officer-in-charge of Satkhira Sadar Police Station.“The critically injured motorbike driver Subrata was taken to Khulna Medical College and Hospital while the bodies of the deceased were sent to local hospital morgue for autopsy.”"
Samakal,01/22/2018,7:30 AM,collision,Dhaka- Sylhet highway,4,9,bus ,truck,,https://en.samakal.com/country/article/1801206/-jtema-devotees-killed-in-ylhet-road-crash,Bus-Truck collision leaves 4 dead in Sylhet,22-Jan-18,"Four people were killed and nine others injured as a bus carrying Biswa Ijtema devotees collided head-on with a truck in Sylhet on Monday morning.The road accident took place on Dhaka- Sylhet highway in Satmail area under Dakkhin Surma upazila around 7:30am.The deceased were identified as Abu Bakkar, 50, Akbar Ali, 50, Abdur Zufur, 45, and Abdul Khaleq.     Khairul Fazal, officer-in-charge of Dakkhin Surma Police Station, said the incident took place when the bus carrying 30 devotees, who were returning to Sunamganj from Biswa Ijtema ground, collided with the truck in the area, leaving three people dead on the spot.
Another people succumbed to his injuries while undergoing treatment at MAG Osmani Medical College and Hospital, he said. "
Samakal,06/18/2018,10:30 PM,collision,Syedpur-Bypass area,9,8,pickup van,bus,,https://en.samakal.com/rangpur/article/1806178/%EF%BB%BFbuspickup-van-collision-leaves--dead-in-nilphamari--,﻿Bus-pickup van collision leaves 9 dead in Nilphamari,18-Jun-18,"At least nine people were killed and eight others injured when a bus hit a pickup van in Nilphamari's Syedpur upazila on Sunday night.  The road accident occurred at Dhalagach in Syedpur-Bypass area around 10:30pm while the identities of the deceased could not be known.\Ashoke Kumar Pal, assistant superintendent of Syedpur (Sadar Circle) police, said the accident took place in the area when a Dhaka-bound bus hit the pickup van carrying some young people, leaving eight dead on the spot and nine others injured.Another died on the way to hospital, he said adding that the injured were taken to Rangpur Medical College Hospital.  Shahjahan Pasha, officer-in-charge of Syedpur Police Station, said the group hired the pickup for making a joyous trip on the occasion of Eid-ul-Fitr and met the tragedy while returning to home from a picnic spot in Dinajpur. With UNB inputs "
Samakal,01/18/2018,7:30 AM,lost control,human hauler,2,0,truck,,,https://en.samakal.com/bangladesh/article/2007353/-killed-in-sirajganj-road-crash,2 killed in Sirajganj road crash,20-Jul-20,"Two pedestrians were killed when they were hit by human hauler in Sirajganj. Three more people were injured in the accident that took place at around 7:30 am on Monday.A human hauler from Rajshahi lost control at Khalkula on the Natore-Bonpara highway and fell on the roadside ditch, hitting five pedestrians. Two were killed on the spot and three more were injured. One of the dead has been identified as Moinal Hossain, 32, son of Mamtaz Uddin, of the neighboring village of Kalupara.Hatikumrul Highway Police Sub-Inspector (SI) Baki Uddin said, ""After receiving the news of the accident, they rushed to the spot and rescued the victims with the help of the fire brigade."" The bodies were sent to Hatikumrul Highway Police Station and the injured to the local hospital."
Samakal,03/20/2016,4:30 PM,collision,Khilkhet flyover,3,0,private car,bus,,https://en.samakal.com/bangladesh/article/16034277/Bus-hits-car-in-Khilkhet-3-killed,"Bus hits car in Khilkhet, 3 killed",20-Mar-16,"At least three people, including a mother and her daughter, have been killed in a road crash in capital’s Khilkhet area. 
The road accident happened near the Khilkhet flyover at around 4:30pm on Sunday when a bus rammed into a private car. 
One of the deceased was identified as Delwar Hossain, 65, while two others were his sister and niece but their names were not known immediately. Shahidur Rahman, Officer-in-Charge (OC) of Khilkhet Police Station, said the bus of Ena Paribahan hit the private car from the rear, leaving its three passengers dead on the spot. 
 "
Samakal,07/05/2018,4:00 AM,lost control,Mangalbari area,2,6,human-hunter,,,https://en.samakal.com/country/article/180742/two-killed-in-joypurhat-road-crash,Two killed in Joypurhat road crash,5-Jul-18,"Two people were killed and six others injured when a human hauler (locally known as Votvoti) overturned on Dhamurhat road in Mangalbari area of Joypurhat district early Thursday. The deceased were identified as Kausar Rahman, 42, a cattle trader of Nawabganj upazila in Dinajpur district and human hauler driver Manik Hossain, 27, of Chapainawabganj district.Witnesses said the accident took place around 4 am when a human hauler carrying traders and cattle hit a roadside tree and turned turtle, leaving two people dead on the spot and six others injured.The accident took place when the vehicle was going to Birampur in Dinajpur district, said Mominul Islam, officer-in-charge of Joypurhat Police Station.With UNB inputs "
Samakal,11/19/2019,11:00 AM,collision,Jhenaidah,3,7,cng auto rickshaw,truck,,https://en.samakal.com/country/article/1910276/-women-killed-as-truck-hit-threewheeler-in-jhenaidah,3 women killed as truck hit three-wheeler in Jhenaidah,19-Oct-19,"Three
women were killed and seven other people injured in a road crash as a truck hit
a three-wheeler locally called 'Mahendra' from behind in Laodia area of
Jhenaidah on Saturday morning.The
accident took place at 11 am on the Jhenaidah-Jessore highway in front of the
Laodia Government Primary School.One
of the deceased was identified as Poli Khatun, wife of Alauddin of Gariala
village of Jhenaidah Sadar upazila.Jhenaidah
Sadar Police Station Officer-in-Charge Moin Uddin told the Daily Samakal that a
Mahendra was heading to Bishkhali Bazar carrying with passengers from Jhenaidah
town in the morning.  When it reached
Laudia area, a truck pushed it from behind and the three-wheeler fell into a roadside
pond, leaving a woman dead on the spot and nine injured.The
injured were rushed to Jhenaidah Sadar Hospital where doctors declared a woman
dead. Later, another woman died while undergoing treatment.
The
bodies were sent to Jhenaidah Sadar Hospital morgue for autopsy, the OC said,
adding that truck driver's helper Sagar Hossain was arrested in this connection."
Samakal,01/02/2018,3:00 AM,collision,Sirajganj,4,15,covered van,bus,,https://en.samakal.com/country/article/180611/-killed-in-irajganj-buscovered-van-collision--,4 killed in Sirajganj bus-covered van collision,2-Jun-18,"Four people were killed and 15 others injured after a collision between a bus and a covered van in Sirajganj early Saturday. The road accident took place in Saidabad Rehabilitation area of the west side of Bangabandhu Bridge under Sirajganj Sadar upazila around 3:00am.The identities of the victims could not be known immediately.  The accident occurred as the Shyamoli Paribahan bus was trying to overtake the covered van in the area, said Bangabandhu Bridge West Police OC Syed Shahid Alam. He said the vehicles overturned and fell into the roadside ditches of the highway after the collision, leaving four bus passengers including its driver and helper dead.    After rescuing, police and the fire service sent the injured people to Sirajganj Sadar Hospital, added the OC.  "
Samakal,11/20/2019,11:00 PM,collision,Chirirbandar upazila,2,0,human-hunter,truck,,https://en.samakal.com/country/article/1911285/-killed-in-dinajpur-road-crash,2 killed in Dinajpur road crash,20-Nov-19,"Two youths were killed in a motorcycle collision with a sand-laden truck in Chirirbandar upazila of Dinajpur. The accident took place at around 11 pm on Tuesday night in the area of Kherkhati under ​​Viail Union of the upazila. The deceased were identified as Devesh Chandra Roy, 32, of Kherkhati village of the upazila and Ashikur Rahman, 35, son of Osman Gani of Jaipur village. Officer-in-Charge (OC) of Chirirbandar Police Station Subrata Kumar Sarkar confirmed the deaths in the accident."
Samakal,01/04/2017,12:!5 PM,collision,Mymensingh- Kishoreganj highway,4,3,cng auto rickshaw,truck,,https://en.samakal.com/country/article/170110406/4-killed-in-Mymensingh-road-crash,4 killed in Mymensingh road crash,4-Jan-17,"At least four persons were killed and three others injured as a truck and a CNG-run auto-rickshaw collided in Mymensingh on Wednesday. 
The road accident took place on Mymensingh- Kishoreganj highway in front of the Ishwarganj municipality around 12:15pm. 
Police said that all the deceased were the passengers of the auto-rickshaw while their detail identities could not be known immediately.    "
Samakal,07/25/2020,6:30 AM,lost control,Bogura district,4,2,pickup van,,,https://en.samakal.com/bangladesh/article/2007444/-killed-in-road-crash,4 killed in Bogura road crash,25-Jul-20,"Four day labourers were killed and two others injured as a pickup van ran over them in Matidhali area of Bogura district town on Saturday morning. Three of the deceased were identified as—Rashidul Islam, 50, of Khamarkandi village, Abu Zafor, 45, resident of Telahira village in sadar upazila, and Azgar Ali, 45, hailing from Gaibandha, reports UNB. Humayun Kabir, officer-in-charge of Bogura Sadar Police Station, said that the accident took place around 6:30am when the speedy vehicle ran over a group of day labourer while they were sitting beside the road near Sadar Upazila Parishad in search of work, leaving three dead on the spot and three others injured. Among the injured, one died at Bogura Shaheed Ziaur Rahman Medical College Hospital."
Samakal,10/18/2019,7:30 AM,lost control,Jessore-Khulna Highway,2,1,bus,,,https://en.samakal.com/country/article/1910247/two-passersby-killed-in-jessore-road-crash,Two passers-by killed in Jessore road crash,18-Oct-19,"Two passers-by were killed as a passenger bus hit them at Noapara in Jessore on Friday morning. The accident took place at Noapara Jafarpur Milepoint on Jessore-Khulna Highway around 6.15 am. The deceased were identified as Golam Nabi, 80, of Jafarpur village of Noapara and Jochna Begum (40), wife of Selim Molla of Jamira village of Fultala upazila of Khulna, said Nawapara Highway Police Station SI Omar Faruk. On receiving the news of the accident, the Noapara Fire Service reached the spot and recovered two bodies.  The driver and helper of the bus fled the scene when the police seized the bus. Omar Faruk said the bus hit the two passers-by as its driver lost control over the steering, leaving them dead on the spot. A case was filed in this regard."
Samakal,01/17/2018,10:00 AM,collision,Laksam-Sonaimuri road,3,2,cng auto rickshaw,bus,,https://en.samakal.com/country/article/1806176/-killed-in-noakhali-road-crash,3 killed in Noakhali road crash,17-Jun-18,"At least three people were killed while another injured in a head-on a collision between a bus and a CNG-run auto-rickshaw on Laksam-Sonaimuri road at Rampur in Sonaimuri upazila on Sunday morning.The deceased were identified as CNG driver Rakib, 25, son of Ruhul Amin, Mizan, 31, and his brother Belal, 39, son of Bachchu Mia of Kathalia village in the upazila, UNB reports. Quoting locals, Abdullah-Al Masum, additional superintendent of police in Sonaimuri-Chatkhali Circle, said the accident took place when a Noakhali-bound bus collided head-on with a CNG-run auto-rickshaw around 10 am, leaving the trio dead on the spot and one injured.On information, police recovered the bodies and took injured Abul, 29, to Noakhali General Hospital, the official added."
Samakal,11/29/2018,11:30 AM,collision,Bangabandhu Bridge link road,5,23,bus ,truck,,https://en.samakal.com/country/article/1811232/%EF%BB%BF-killed-in-sirajganj-road-crash,5 killed in Sirajganj bus-truck collision,29-Nov-18,"Five women were killed and 23 others injured in a collision among two buses and a truck in Sirajganj Sadar upazila on Thursday.     The road accident took place on Bangabandhu Bridge link road in Koddar intersection area around 11:30am.   Identities of the deceased could not be known immediately.Sayed Shahid Alam, officer-in-charge of Bangabandhu Bridge West Zone Police Station, said a Bogura-bound ‘Alif Paribahan’ bus from Dhaka hit a minibus from behind as its driver lost control over steering while a speeding truck coming from the opposite direction crashed into the two buses, leaving five people dead on the spot and 23 others injured.The bodies have been sent to Sirajganj's Bangamata Sheikh Fazilatunnesa Mujib General Hospital morgue for autopsy, the OC said.Several injured people were admitted to Sirajganj General Hospital. Dr. Faridul Islam, residential physician of the hospital, said some of them are in critical condition."